IUCN_name,Frequency_month,Survey_interval_days,Road_length_km,Survey_period_days,Latitude,Longitude,Country,Roadkill_rate_ind_km_y,Roadkillrate_corrected,AdultBodyMass_g_median,Home_range_Km2,longevity_y,Ageofmaturity_d,SocialGrpSize,Diet_Invertebrates,Diet_Vertebrates.ectotherms,Diet_Scavenger,Diet_Seed,Diet_Plant,Activity_1Diurnal_2Nocturnal,Litter_clutch_size,Litters_or_clutches_per_y,Diet_breadth,Artificial,Cropland,Grassland,Forest,Sparse.vegetation,Water.bodies,Habitat_breadth,Population.density_IndKm2,risk_category
Cuniculus paca,672,0.041666667,366,1461,-24.866723,-50.445759,Brazil,0.002047778,0.002047778,8.17255,0.0205,16,335.48,1,0,0,0,30,50,Nocturnal,1.01,1.5,3,0,0,0,1,0,0,2,25,low
Cuniculus paca,28,1,180.4,1126,-22.307184,-43.130266,Brazil,0.005390626,0.006447189,8.17255,0.0205,16,335.48,1,0,0,0,30,50,Nocturnal,1.01,1.5,3,0,0,0,1,0,0,2,25,low
Cuniculus paca,40,0.7,12,488,-22.246302,-47.839529,Brazil,0.12465847,0.12465847,8.17255,0.0205,16,335.48,1,0,0,0,30,50,Nocturnal,1.01,1.5,3,0,0,0,1,0,0,2,25,high
Cuniculus paca,672,0.041666667,57.5,1765,-20.580677,-40.417217,Brazil,0.007193004,0.007193004,8.17255,0.0205,16,335.48,1,0,0,0,30,50,Nocturnal,1.01,1.5,3,0,0,0,1,0,0,2,25,low
Cuniculus paca,56,0.5,34,1461,-25.753,-54.54,Argentina,0.117566534,0.117566534,8.17255,0.0205,16,335.48,1,0,0,0,30,50,Nocturnal,1.01,1.5,3,0,0,0,1,0,0,2,25,high
Cyclopes didactylus,12,2.333333333,36,730,-1.005806,-46.774428,Brazil,0.013888889,0.024430556,0.26395,0.03,2.3,418.753961164286,1,100,0,0,0,0,Nocturnal,1,2,1,0,0,0,1,0,0,2,77,low
Dasyprocta azarae,4,7,100,365,-13.561588,-58.421854,Brazil,0.01,0.01457,2.97681,1.66005665333333,11.7625,468.746074066667,3.616625,10,0,0,0,50,Diurnal,2.1616,1.5994,3,0,0,0,1,0,0,1,6.22,low
Dasyprocta azarae,8,3.5,25,1310,-6.115415,-49.990498,Brazil,0.033435115,0.048714963,2.97681,1.66005665333333,11.7625,468.746074066667,3.616625,10,0,0,0,50,Diurnal,2.1616,1.5994,3,0,0,0,1,0,0,1,6.22,medium
Dasyprocta azarae,56,0.5,34,1461,-25.753,-54.54,Argentina,0.051435359,0.051435359,2.97681,1.66005665333333,11.7625,468.746074066667,3.616625,10,0,0,0,50,Diurnal,2.1616,1.5994,3,0,0,0,1,0,0,1,6.22,medium
Dasyprocta azarae,672,0.041666667,366,1461,-24.866723,-50.445759,Brazil,0.002047778,0.002047778,2.97681,1.66005665333333,11.7625,468.746074066667,3.616625,10,0,0,0,50,Diurnal,2.1616,1.5994,3,0,0,0,1,0,0,1,6.22,low
Dasyprocta fuliginosa,12,2.333333333,99,184,-0.461755,-77.904245,Ecuador,0.02003733,0.025928305,3.50002,0.025,18.19166667,345.390120152381,2,10,0,0,0,50,Diurnal,2,2,3,0,0,0,1,0,0,2,145.98208065873,low
Dasyprocta leporina,4,7,115,365,-11.904988,-48.737133,Brazil,0.017391304,0.02533913,3.02002,0.034,17.8,193,3.75177972027972,10,0,0,0,50,Diurnal,1.575,1.98975,3,0,0,0,1,0,0,1,11.5,low
Dasypus hybridus,4,7,45,366,-30.347781,-53.998679,Brazil,0.066484517,0.096867941,1.5,1.04221423333333,11.6967277790267,365,1.085,100,0,0,0,0,Nocturnal,7.27,1.38701666666667,1,0,1,1,1,1,0,6,110.041687468254,medium
Dasypus hybridus,4,7,90,610,-25.54553,-48.78396,Brazil,0.013296903,0.019373588,1.5,1.04221423333333,11.6967277790267,365,1.085,100,0,0,0,0,Nocturnal,7.27,1.38701666666667,1,0,1,1,1,1,0,6,110.041687468254,low
Dasypus hybridus,8,3.5,29,365,-30.117957,-53.619222,Brazil,0.068965517,0.100482758,1.5,1.04221423333333,11.6967277790267,365,1.085,100,0,0,0,0,Nocturnal,7.27,1.38701666666667,1,0,1,1,1,1,0,6,110.041687468254,medium
Dasypus novemcinctus,8,3.5,55,366,-18.232298,-50.431983,Brazil,0.054396423,0.079255588,3.94901,0.04,18.65,385.35594,1,100,0,0,0,0,Nocturnal,3.98,1,1,0,1,1,1,1,0,6,0.26,medium
Dasypus novemcinctus,8,3.5,29,365,-30.117957,-53.619222,Brazil,0.034482759,0.05024138,3.94901,0.04,18.65,385.35594,1,100,0,0,0,0,Nocturnal,3.98,1,1,0,1,1,1,1,0,6,0.26,medium
Dasypus novemcinctus,4,7,216,538,-16.575593,-50.261,Brazil,0.012563679,0.01830528,3.94901,0.04,18.65,385.35594,1,100,0,0,0,0,Nocturnal,3.98,1,1,0,1,1,1,1,0,6,0.26,low
Dasypus novemcinctus,4,7,70,214,-20.187971,-54.806624,Brazil,0.048731642,0.071002002,3.94901,0.04,18.65,385.35594,1,100,0,0,0,0,Nocturnal,3.98,1,1,0,1,1,1,1,0,6,0.26,medium
Dasypus novemcinctus,4,7,192,365,-19.278735,-48.122972,Brazil,0.052083333,0.075885416,3.94901,0.04,18.65,385.35594,1,100,0,0,0,0,Nocturnal,3.98,1,1,0,1,1,1,1,0,6,0.26,medium
Dasypus novemcinctus,16,1.75,92,153,2.240471,-76.770907,Colombia,0.155583973,0.201325661,3.94901,0.04,18.65,385.35594,1,100,0,0,0,0,Nocturnal,3.98,1,1,0,1,1,1,1,0,6,0.26,high
Dasypus novemcinctus,28,1,180.4,1126,-22.307184,-43.130266,Brazil,0.003593751,0.004298126,3.94901,0.04,18.65,385.35594,1,100,0,0,0,0,Nocturnal,3.98,1,1,0,1,1,1,1,0,6,0.26,low
Dasypus novemcinctus,16,1.75,13,153,2.099348,-77.005253,Colombia,0.367018602,0.474922071,3.94901,0.04,18.65,385.35594,1,100,0,0,0,0,Nocturnal,3.98,1,1,0,1,1,1,1,0,6,0.26,high
Dasypus novemcinctus,4,7,96,365,-19.36333333,-48.07916667,Brazil,0.104166667,0.151770834,3.94901,0.04,18.65,385.35594,1,100,0,0,0,0,Nocturnal,3.98,1,1,0,1,1,1,1,0,6,0.26,high
Dasypus novemcinctus,16,1.75,130,304,-20.675583,-43.349806,Brazil,0.01847166,0.023902328,3.94901,0.04,18.65,385.35594,1,100,0,0,0,0,Nocturnal,3.98,1,1,0,1,1,1,1,0,6,0.26,low
Dasypus novemcinctus,4,7,45,366,-30.347781,-53.998679,Brazil,0.15513054,0.226025197,3.94901,0.04,18.65,385.35594,1,100,0,0,0,0,Nocturnal,3.98,1,1,0,1,1,1,1,0,6,0.26,high
Dasypus novemcinctus,6,4.666666667,26,761,-28.170158,-52.314813,Brazil,0.036894774,0.053755686,3.94901,0.04,18.65,385.35594,1,100,0,0,0,0,Nocturnal,3.98,1,1,0,1,1,1,1,0,6,0.26,medium
Dasypus novemcinctus,4,7,100,365,-13.561588,-58.421854,Brazil,0.04,0.05828,3.94901,0.04,18.65,385.35594,1,100,0,0,0,0,Nocturnal,3.98,1,1,0,1,1,1,1,0,6,0.26,medium
Dasypus novemcinctus,10,2.8,11,245,-7.691903,-72.639592,Brazil,0.135435993,0.175254175,3.94901,0.04,18.65,385.35594,1,100,0,0,0,0,Nocturnal,3.98,1,1,0,1,1,1,1,0,6,0.26,high
Dasypus novemcinctus,672,0.041666667,57.5,1765,-20.580677,-40.417217,Brazil,0.046754526,0.046754526,3.94901,0.04,18.65,385.35594,1,100,0,0,0,0,Nocturnal,3.98,1,1,0,1,1,1,1,0,6,0.26,medium
Dasypus novemcinctus,4,7,90,610,-25.54553,-48.78396,Brazil,0.019945355,0.029060382,3.94901,0.04,18.65,385.35594,1,100,0,0,0,0,Nocturnal,3.98,1,1,0,1,1,1,1,0,6,0.26,low
Dasypus novemcinctus,40,0.7,12,488,-22.246302,-47.839529,Brazil,0.12465847,0.12465847,3.94901,0.04,18.65,385.35594,1,100,0,0,0,0,Nocturnal,3.98,1,1,0,1,1,1,1,0,6,0.26,high
Dasypus novemcinctus,12,2.333333333,59.6,730,-19.72597,-40.644482000000004,Brazil,0.008389262,0.010855705,3.94901,0.04,18.65,385.35594,1,100,0,0,0,0,Nocturnal,3.98,1,1,0,1,1,1,1,0,6,0.26,low
Dasypus novemcinctus,8,3.5,28,245,-19.936923,-40.482438,Brazil,0.053206997,0.077522595,3.94901,0.04,18.65,385.35594,1,100,0,0,0,0,Nocturnal,3.98,1,1,0,1,1,1,1,0,6,0.26,medium
Dasypus novemcinctus,20,1.4,36,183,-10.675567,-62.208069,Brazil,1.717516697,2.05414997,3.94901,0.04,18.65,385.35594,1,100,0,0,0,0,Nocturnal,3.98,1,1,0,1,1,1,1,0,6,0.26,high
Dasypus novemcinctus,56,0.5,34,1461,-25.753,-54.54,Argentina,0.367395418,0.367395418,3.94901,0.04,18.65,385.35594,1,100,0,0,0,0,Nocturnal,3.98,1,1,0,1,1,1,1,0,6,0.26,high
Dasypus sabanicola,8.33,3.361344538,107,90,4.390395,-73.297052,Colombia,0.037902388,0.055223779,1.15001,0.4383469,7.62645277818333,358.057047416508,1.1605,100,0,0,0,0,Nocturnal,4,1.4429875,1,0,0,1,1,0,0,2,49.4427977777778,medium
Dasypus septemcinctus,4,7,115,365,-11.904988,-48.737133,Brazil,0.008695652,0.012669565,1.52664,1.02,16.71666667,273.924,1.33,100,0,0,0,0,Nocturnal,5.9925,1.48625,1,0,0,1,1,1,0,5,107.082217134921,low
Didelphis albiventris,4,7,45,366,-30.347781,-53.998679,Brazil,0.443230115,0.759696417,1.03047,0.00402,1.641666667,315.68,3.494,20,0,30,0,20,Nocturnal,6.9,1.5,4,1,1,1,1,1,0,8,490.456962333333,high
Didelphis albiventris,14,2,34,243,-10.21618,-75.585138,Peru,0.044178165,0.067460058,1.03047,0.00402,1.641666667,315.68,3.494,20,0,30,0,20,Nocturnal,6.9,1.5,4,1,1,1,1,1,0,8,490.456962333333,medium
Didelphis albiventris,40,0.7,12,488,-22.246302,-47.839529,Brazil,0.062329235,0.062329235,1.03047,0.00402,1.641666667,315.68,3.494,20,0,30,0,20,Nocturnal,6.9,1.5,4,1,1,1,1,1,0,8,490.456962333333,medium
Didelphis albiventris,4,7,115,365,-11.904988,-48.737133,Brazil,0.008695652,0.014904348,1.03047,0.00402,1.641666667,315.68,3.494,20,0,30,0,20,Nocturnal,6.9,1.5,4,1,1,1,1,1,0,8,490.456962333333,low
Didelphis albiventris,4,7,70,214,-20.187971,-54.806624,Brazil,0.048731642,0.083526034,1.03047,0.00402,1.641666667,315.68,3.494,20,0,30,0,20,Nocturnal,6.9,1.5,4,1,1,1,1,1,0,8,490.456962333333,medium
Didelphis albiventris,8,3.5,29,365,-30.117957,-53.619222,Brazil,0.965517241,1.654896551,1.03047,0.00402,1.641666667,315.68,3.494,20,0,30,0,20,Nocturnal,6.9,1.5,4,1,1,1,1,1,0,8,490.456962333333,high
Didelphis albiventris,9.3,3.010752688,136,547,-14.157535,-47.59415,Brazil,0.009812883,0.016819281,1.03047,0.00402,1.641666667,315.68,3.494,20,0,30,0,20,Nocturnal,6.9,1.5,4,1,1,1,1,1,0,8,490.456962333333,low
Didelphis albiventris,56,0.5,34,1461,-25.753,-54.54,Argentina,5.077404679,5.077404679,1.03047,0.00402,1.641666667,315.68,3.494,20,0,30,0,20,Nocturnal,6.9,1.5,4,1,1,1,1,1,0,8,490.456962333333,high
Didelphis albiventris,16,1.75,130,304,-20.675583,-43.349806,Brazil,0.01847166,0.028206225,1.03047,0.00402,1.641666667,315.68,3.494,20,0,30,0,20,Nocturnal,6.9,1.5,4,1,1,1,1,1,0,8,490.456962333333,low
Didelphis albiventris,4,7,192,365,-19.278735,-48.122972,Brazil,0.036458333,0.062489583,1.03047,0.00402,1.641666667,315.68,3.494,20,0,30,0,20,Nocturnal,6.9,1.5,4,1,1,1,1,1,0,8,490.456962333333,medium
Didelphis albiventris,4,7,96,365,-19.36333333,-48.07916667,Brazil,0.072916667,0.124979167,1.03047,0.00402,1.641666667,315.68,3.494,20,0,30,0,20,Nocturnal,6.9,1.5,4,1,1,1,1,1,0,8,490.456962333333,high
Didelphis albiventris,4,7,63,242,-26.581324,-48.722133,Brazil,0.023940706,0.04103437,1.03047,0.00402,1.641666667,315.68,3.494,20,0,30,0,20,Nocturnal,6.9,1.5,4,1,1,1,1,1,0,8,490.456962333333,medium
Didelphis albiventris,4,7,100,365,-13.561588,-58.421854,Brazil,0.01,0.01714,1.03047,0.00402,1.641666667,315.68,3.494,20,0,30,0,20,Nocturnal,6.9,1.5,4,1,1,1,1,1,0,8,490.456962333333,low
Didelphis albiventris,6,4.666666667,26,761,-28.170158,-52.314813,Brazil,0.073789548,0.126475285,1.03047,0.00402,1.641666667,315.68,3.494,20,0,30,0,20,Nocturnal,6.9,1.5,4,1,1,1,1,1,0,8,490.456962333333,high
Didelphis albiventris,4,7,90,610,-25.54553,-48.78396,Brazil,0.053187614,0.09116357,1.03047,0.00402,1.641666667,315.68,3.494,20,0,30,0,20,Nocturnal,6.9,1.5,4,1,1,1,1,1,0,8,490.456962333333,medium
Didelphis albiventris,4,7,137,365,-32.076796,-52.270823,Brazil,0.554744526,0.950832118,1.03047,0.00402,1.641666667,315.68,3.494,20,0,30,0,20,Nocturnal,6.9,1.5,4,1,1,1,1,1,0,8,490.456962333333,high
Didelphis albiventris,8,3.5,55,366,-18.232298,-50.431983,Brazil,0.018132141,0.03107849,1.03047,0.00402,1.641666667,315.68,3.494,20,0,30,0,20,Nocturnal,6.9,1.5,4,1,1,1,1,1,0,8,490.456962333333,medium
Didelphis aurita,8,3.5,28,245,-19.936923,-40.482438,Brazil,0.478862974,0.697703353,1.149875,0.015,4,178,1.3665,20,0,30,0,20,Nocturnal,6.155,2,4,1,1,0,1,1,0,6,40,high
Didelphis aurita,672,0.041666667,57.5,1765,-20.580677,-40.417217,Brazil,0.269737652,0.269737652,1.149875,0.015,4,178,1.3665,20,0,30,0,20,Nocturnal,6.155,2,4,1,1,0,1,1,0,6,40,high
Didelphis aurita,4,7,63,242,-26.581324,-48.722133,Brazil,0.119703529,0.174408042,1.149875,0.015,4,178,1.3665,20,0,30,0,20,Nocturnal,6.155,2,4,1,1,0,1,1,0,6,40,high
Didelphis aurita,28,1,180.4,1126,-22.307184,-43.130266,Brazil,0.064687511,0.077366263,1.149875,0.015,4,178,1.3665,20,0,30,0,20,Nocturnal,6.155,2,4,1,1,0,1,1,0,6,40,medium
Didelphis aurita,8,3.5,130,426,-7.167969,-35.367968,Brazil,0.052726616,0.07682268,1.149875,0.015,4,178,1.3665,20,0,30,0,20,Nocturnal,6.155,2,4,1,1,0,1,1,0,6,40,medium
Didelphis aurita,12,2.333333333,59.6,730,-19.72597,-40.644482000000004,Brazil,0.184563758,0.238825503,1.149875,0.015,4,178,1.3665,20,0,30,0,20,Nocturnal,6.155,2,4,1,1,0,1,1,0,6,40,high
Didelphis marsupialis,24,1.166666667,99.3,183,9.508766,-75.236148,Colombia,0.883782103,1.057003395,1.13475,0.17,4,178,1,20,0,30,0,20,Nocturnal,6.645,2,4,1,1,0,1,1,0,6,120,high
Didelphis marsupialis,10,2.8,8,730,18.436503,-95.089337,Mexico,4.5625,5.903875,1.13475,0.17,4,178,1,20,0,30,0,20,Nocturnal,6.645,2,4,1,1,0,1,1,0,6,120,high
Didelphis marsupialis,8,3.5,38.92,92,9.245341,-79.64701,Panama,0.203874168,0.297044663,1.13475,0.17,4,178,1,20,0,30,0,20,Nocturnal,6.645,2,4,1,1,0,1,1,0,6,120,high
Didelphis marsupialis,4,7,216,538,-16.575593,-50.261,Brazil,0.059677475,0.086950081,1.13475,0.17,4,178,1,20,0,30,0,20,Nocturnal,6.645,2,4,1,1,0,1,1,0,6,120,medium
Didelphis marsupialis,8,3.5,27.2,182,9.489191,-75.514281,Colombia,1.917016807,2.793093488,1.13475,0.17,4,178,1,20,0,30,0,20,Nocturnal,6.645,2,4,1,1,0,1,1,0,6,120,high
Didelphis marsupialis,8,3.5,25,1310,-6.115415,-49.990498,Brazil,0.323206107,0.470911298,1.13475,0.17,4,178,1,20,0,30,0,20,Nocturnal,6.645,2,4,1,1,0,1,1,0,6,120,high
Didelphis marsupialis,16,1.75,130,304,-20.675583,-43.349806,Brazil,0.785045547,1.015848938,1.13475,0.17,4,178,1,20,0,30,0,20,Nocturnal,6.645,2,4,1,1,0,1,1,0,6,120,high
Didelphis marsupialis,10,2.8,11,245,-7.691903,-72.639592,Brazil,1.083487941,1.402033396,1.13475,0.17,4,178,1,20,0,30,0,20,Nocturnal,6.645,2,4,1,1,0,1,1,0,6,120,high
Didelphis marsupialis,8,3.5,91.5,181,-4.926667,-80.344444,Peru,1.432539323,2.087209794,1.13475,0.17,4,178,1,20,0,30,0,20,Nocturnal,6.645,2,4,1,1,0,1,1,0,6,120,high
Didelphis marsupialis,8,3.5,178.8,91,9.017987,-73.633823,Colombia,1.031909925,1.503492761,1.13475,0.17,4,178,1,20,0,30,0,20,Nocturnal,6.645,2,4,1,1,0,1,1,0,6,120,high
Didelphis marsupialis,8,3.5,51,426,-2.47187,-79.621231,Ecuador,1.512013256,2.203003314,1.13475,0.17,4,178,1,20,0,30,0,20,Nocturnal,6.645,2,4,1,1,0,1,1,0,6,120,high
Didelphis marsupialis,8,3.5,49,182,9.821408,-75.442693,Colombia,1.800852209,2.623841669,1.13475,0.17,4,178,1,20,0,30,0,20,Nocturnal,6.645,2,4,1,1,0,1,1,0,6,120,high
Didelphis marsupialis,12,2.333333333,36,730,-1.005806,-46.774428,Brazil,0.013888889,0.017972222,1.13475,0.17,4,178,1,20,0,30,0,20,Nocturnal,6.645,2,4,1,1,0,1,1,0,6,120,low
Didelphis marsupialis,16,1.75,92,153,2.240471,-76.770907,Colombia,5.782537653,7.482603723,1.13475,0.17,4,178,1,20,0,30,0,20,Nocturnal,6.645,2,4,1,1,0,1,1,0,6,120,high
Didelphis marsupialis,4,7,90,610,-25.54553,-48.78396,Brazil,0.026593807,0.038747177,1.13475,0.17,4,178,1,20,0,30,0,20,Nocturnal,6.645,2,4,1,1,0,1,1,0,6,120,medium
Didelphis marsupialis,16,1.75,13,153,2.099348,-77.005253,Colombia,10.82704877,14.01020111,1.13475,0.17,4,178,1,20,0,30,0,20,Nocturnal,6.645,2,4,1,1,0,1,1,0,6,120,high
Didelphis pernigra,12,2.333333333,99,184,-0.461755,-77.904245,Ecuador,3.065711462,4.681341402,1.03047,0.473495543333333,1.641666667,315.68,1.686,20,0,30,0,20,Nocturnal,6.9,1.5,4,1,1,1,1,0,0,5,289.980091952381,high
Didelphis virginiana,10,2.8,8,730,18.436503,-95.089337,Mexico,0.125,0.16175,2.19548,0.58,4.179166667,184,1,20,0,30,0,20,Nocturnal,7.6325,2,4,1,1,0,1,1,0,6,6.15,high
Eira barbara,672,0.041666667,366,1461,-24.866723,-50.445759,Brazil,6.82593e-4,6.82593e-4,4.13499,11.4,18,700,1.5,0,0,0,0,0,Nocturnal,2.07,1,2,0,0,0,1,1,0,3,0.425,low
Eira barbara,56,0.5,34,1461,-25.753,-54.54,Argentina,0.080826992,0.080826992,4.13499,11.4,18,700,1.5,0,0,0,0,0,Nocturnal,2.07,1,2,0,0,0,1,1,0,3,0.425,medium
Eira barbara,12,2.333333333,59.6,730,-19.72597,-40.644482000000004,Brazil,0.025167785,0.032567114,4.13499,11.4,18,700,1.5,0,0,0,0,0,Nocturnal,2.07,1,2,0,0,0,1,1,0,3,0.425,medium
Eira barbara,8,3.5,25,1310,-6.115415,-49.990498,Brazil,0.011145038,0.01623832,4.13499,11.4,18,700,1.5,0,0,0,0,0,Nocturnal,2.07,1,2,0,0,0,1,1,0,3,0.425,low
Eira barbara,12,2.333333333,36,730,-1.005806,-46.774428,Brazil,0.013888889,0.017972222,4.13499,11.4,18,700,1.5,0,0,0,0,0,Nocturnal,2.07,1,2,0,0,0,1,1,0,3,0.425,low
Eira barbara,672,0.041666667,57.5,1765,-20.580677,-40.417217,Brazil,0.007193004,0.007193004,4.13499,11.4,18,700,1.5,0,0,0,0,0,Nocturnal,2.07,1,2,0,0,0,1,1,0,3,0.425,low
Eira barbara,4,7,115,365,-11.904988,-48.737133,Brazil,0.008695652,0.012669565,4.13499,11.4,18,700,1.5,0,0,0,0,0,Nocturnal,2.07,1,2,0,0,0,1,1,0,3,0.425,low
Eira barbara,4,7,100,365,-13.561588,-58.421854,Brazil,0.01,0.01457,4.13499,11.4,18,700,1.5,0,0,0,0,0,Nocturnal,2.07,1,2,0,0,0,1,1,0,3,0.425,low
Euphractus sexcinctus,4,7,70,214,-20.187971,-54.806624,Brazil,0.292389853,0.426012016,4.78289,0.65,18.83333333,274,1,50,0,0,0,50,Nocturnal,1.74,1.45765,2,0,1,1,1,1,0,6,1.06,high
Euphractus sexcinctus,4,7,96,365,-19.36333333,-48.07916667,Brazil,0.458333333,0.667791666,4.78289,0.65,18.83333333,274,1,50,0,0,0,50,Nocturnal,1.74,1.45765,2,0,1,1,1,1,0,6,1.06,high
Euphractus sexcinctus,12,2.333333333,36,730,-1.005806,-46.774428,Brazil,0.013888889,0.017972222,4.78289,0.65,18.83333333,274,1,50,0,0,0,50,Nocturnal,1.74,1.45765,2,0,1,1,1,1,0,6,1.06,low
Euphractus sexcinctus,6,4.666666667,26,761,-28.170158,-52.314813,Brazil,0.092236935,0.134389214,4.78289,0.65,18.83333333,274,1,50,0,0,0,50,Nocturnal,1.74,1.45765,2,0,1,1,1,1,0,6,1.06,high
Euphractus sexcinctus,56,0.5,34,1461,-25.753,-54.54,Argentina,0.007347908,0.007347908,4.78289,0.65,18.83333333,274,1,50,0,0,0,50,Nocturnal,1.74,1.45765,2,0,1,1,1,1,0,6,1.06,low
Euphractus sexcinctus,4,7,100,365,-13.561588,-58.421854,Brazil,0.24,0.34968,4.78289,0.65,18.83333333,274,1,50,0,0,0,50,Nocturnal,1.74,1.45765,2,0,1,1,1,1,0,6,1.06,high
Euphractus sexcinctus,4,7,115,365,-11.904988,-48.737133,Brazil,0.008695652,0.012669565,4.78289,0.65,18.83333333,274,1,50,0,0,0,50,Nocturnal,1.74,1.45765,2,0,1,1,1,1,0,6,1.06,low
Euphractus sexcinctus,8,3.5,55,366,-18.232298,-50.431983,Brazil,0.271982116,0.396277943,4.78289,0.65,18.83333333,274,1,50,0,0,0,50,Nocturnal,1.74,1.45765,2,0,1,1,1,1,0,6,1.06,high
Euphractus sexcinctus,4,7,216,538,-16.575593,-50.261,Brazil,0.037691037,0.054915841,4.78289,0.65,18.83333333,274,1,50,0,0,0,50,Nocturnal,1.74,1.45765,2,0,1,1,1,1,0,6,1.06,medium
Euphractus sexcinctus,4,7,192,365,-19.278735,-48.122972,Brazil,0.229166667,0.333895834,4.78289,0.65,18.83333333,274,1,50,0,0,0,50,Nocturnal,1.74,1.45765,2,0,1,1,1,1,0,6,1.06,high
Euphractus sexcinctus,4,7,45,366,-30.347781,-53.998679,Brazil,0.044323012,0.064578628,4.78289,0.65,18.83333333,274,1,50,0,0,0,50,Nocturnal,1.74,1.45765,2,0,1,1,1,1,0,6,1.06,medium
Galea flavidens,9.3,3.010752688,136,547,-14.157535,-47.59415,Brazil,0.41214109,0.706409828,0.45,1.36170737333333,7.79383333372,77.03,2.4015,0,0,0,0,100,Diurnal,2.70948791666667,7,1,0,1,1,0,0,0,2,722.109092857143,high
Galictis cuja,56,0.5,34,1461,-25.753,-54.54,Argentina,0.029391633,0.029391633,1,4.51482142666667,10.2,475.647356769048,4.93778571428571,20,20,0,0,0,Nocturnal,3.5,1.51555,5,0,1,1,1,1,0,8,99.954806952381,medium
Galictis cuja,28,1,180.4,1126,-22.307184,-43.130266,Brazil,0.012578127,0.017647112,1,4.51482142666667,10.2,475.647356769048,4.93778571428571,20,20,0,0,0,Nocturnal,3.5,1.51555,5,0,1,1,1,1,0,8,99.954806952381,low
Galictis cuja,6,4.666666667,26,761,-28.170158,-52.314813,Brazil,0.055342161,0.094856464,1,4.51482142666667,10.2,475.647356769048,4.93778571428571,20,20,0,0,0,Nocturnal,3.5,1.51555,5,0,1,1,1,1,0,8,99.954806952381,medium
Galictis cuja,4,7,96,365,-19.36333333,-48.07916667,Brazil,0.041666667,0.071416667,1,4.51482142666667,10.2,475.647356769048,4.93778571428571,20,20,0,0,0,Nocturnal,3.5,1.51555,5,0,1,1,1,1,0,8,99.954806952381,medium
Galictis cuja,8,3.5,29,365,-30.117957,-53.619222,Brazil,0.275862069,0.472827586,1,4.51482142666667,10.2,475.647356769048,4.93778571428571,20,20,0,0,0,Nocturnal,3.5,1.51555,5,0,1,1,1,1,0,8,99.954806952381,high
Galictis cuja,4,7,63,242,-26.581324,-48.722133,Brazil,0.095762823,0.164137479,1,4.51482142666667,10.2,475.647356769048,4.93778571428571,20,20,0,0,0,Nocturnal,3.5,1.51555,5,0,1,1,1,1,0,8,99.954806952381,high
Galictis cuja,4,7,45,366,-30.347781,-53.998679,Brazil,0.044323012,0.075969643,1,4.51482142666667,10.2,475.647356769048,4.93778571428571,20,20,0,0,0,Nocturnal,3.5,1.51555,5,0,1,1,1,1,0,8,99.954806952381,medium
Galictis cuja,4,7,90,610,-25.54553,-48.78396,Brazil,0.006648452,0.011395447,1,4.51482142666667,10.2,475.647356769048,4.93778571428571,20,20,0,0,0,Nocturnal,3.5,1.51555,5,0,1,1,1,1,0,8,99.954806952381,low
Galictis cuja,4,7,192,365,-19.278735,-48.122972,Brazil,0.020833333,0.035708333,1,4.51482142666667,10.2,475.647356769048,4.93778571428571,20,20,0,0,0,Nocturnal,3.5,1.51555,5,0,1,1,1,1,0,8,99.954806952381,medium
Galictis cuja,12,2.333333333,59.6,730,-19.72597,-40.644482000000004,Brazil,0.016778523,0.025620805,1,4.51482142666667,10.2,475.647356769048,4.93778571428571,20,20,0,0,0,Nocturnal,3.5,1.51555,5,0,1,1,1,1,0,8,99.954806952381,low
Galictis vittata,4,7,100,365,-13.561588,-58.421854,Brazil,0.02,0.02914,3.2,3.24,11.15416667,468.12909381,1,20,20,0,0,0,Nocturnal,2,1.4144,5,0,1,1,1,1,0,8,58.8996520634921,medium
Galictis vittata,4,7,216,538,-16.575593,-50.261,Brazil,0.006281839,0.009152639,3.2,3.24,11.15416667,468.12909381,1,20,20,0,0,0,Nocturnal,2,1.4144,5,0,1,1,1,1,0,8,58.8996520634921,low
Galictis vittata,8,3.5,130,426,-7.167969,-35.367968,Brazil,0.026363308,0.03841134,3.2,3.24,11.15416667,468.12909381,1,20,20,0,0,0,Nocturnal,2,1.4144,5,0,1,1,1,1,0,8,58.8996520634921,medium
Gracilinanus agilis,9.3,3.010752688,136,547,-14.157535,-47.59415,Brazil,0.004906442,0.009665691,0.022,0.21800642,6.075,270,1.3605,50,0,0,0,0,Nocturnal,11.75,2,3,0,0,0,1,0,0,2,845.234821111111,low
Herpailurus yagouaroundi,8,3.5,178.8,91,9.017987,-73.633823,Colombia,0.044865649,0.065369251,6.875,52.35,16.775,803.5104,1.5,10,0,0,0,0,Diurnal,2.42,2,3,0,1,1,1,1,0,8,20.1978815238095,medium
Herpailurus yagouaroundi,12,2.333333333,99,184,-0.461755,-77.904245,Ecuador,0.04007466,0.05185661,6.875,52.35,16.775,803.5104,1.5,10,0,0,0,0,Diurnal,2.42,2,3,0,1,1,1,1,0,8,20.1978815238095,medium
Herpailurus yagouaroundi,28,1,180.4,1126,-22.307184,-43.130266,Brazil,0.001796875,0.002149063,6.875,52.35,16.775,803.5104,1.5,10,0,0,0,0,Diurnal,2.42,2,3,0,1,1,1,1,0,8,20.1978815238095,low
